"","X","ktnr","ktname","Einheit","stpf","snpstbetr","mean_stbetr","median_stbetr","gini_stbetr","mean_steink","median_steink","gini_steink","mean_steinka","median_steinka","gini_steinka","mean_reink","median_reink","gini_reink","mean_reinka","median_reinka","gini_reinka","p1","p5","p10","p20","p25","p30","p40","p50","p60","p70","p75","p80","p90","p95","p96","p97","p98","p99","p99_5","p99_9","p99_99","stpfo","stpf_100","stpf_200","stpf_300","stpf_400","stpf_500","stpf_600","stpf_700","stpf_800","stpf_900","stpf_1000","stpf_1100","stpf_1200","stpf_1300","stpf_1400","stpf_1500","stpf_1600","stpf_1700","stpf_1800","stpf_1900","stpf_2000","stpf_u2000","year","Einheit.ID"
"181",181,25,"GE","Total",237953,685.239,2880,387,0.853,66322,46800,0.532,49137.9921875,36888.890625,0.498722195625305,71849,51600,0.519,52497.21484375,41000,0.476212739944458,0,0,1500,16700,21800,26700,36800,46800,57200,69500,77300,87100,122900,171300,191400,221700,274300,398600,575900,1492700,8020600,47549,36975,17848,24044,23739,23740,22132,18841,14608,11370,8364,6370,4895,3852,3041,2328,2043,1677,1338,1095,904,8749,2005,NA
"182",182,26,"JU","Total",41140,33.11,805,171,0.792,42957,37300,0.437,31600.818359375,28800,0.402974307537079,49139,42200,0.432,35281.27734375,33300,0.376415818929672,0,0,2000,13000,18400,22600,30400,37300,44400,53100,58350,64300,82400,101600,109100,118100,133100,168800,223100,442900,NA,9739,7218,3776,5156,6029,5208,4065,3008,2135,1427,932,586,436,272,193,130,90,77,59,45,32,266,2005,NA
"183",183,1,"ZH","Total",782640,1758.868,2247,351,0.844,62902,47500,0.488,48474.65234375,38900,0.461227685213089,68590,52200,0.471,52074.90234375,42733.33203125,0.433225810527802,0,0,4800,19500,24900,30100,39300,47500,56400,67300,74200,83100,114800,156600,173500,198200,241200,343600,495800,1173200,4722600,151361,104352,54516,72465,87096,94404,83404,66942,49894,36318,26849,20352,14952,11801,8980,7074,5890,4560,3853,3227,2636,23075,2006,NA
"184",184,2,"BE","Total",598808,604.949,1010,183,0.821,46326,39400,0.465,35627.4921875,31833.333984375,0.442576467990875,52172,44300,0.449,39253.640625,36000,0.410859227180481,0,0,0,11000,17900,23300,32100,39400,46800,55700,61200,68100,89800,114300,123300,135500,156400,203000,268800,548600,1894500,158819,115471,44364,63275,80837,77984,60278,43777,31274,21875,15302,10686,7653,5633,4056,2926,2160,1722,1374,1066,844,6251,2006,NA
"185",185,3,"LU","Total",206874,267.652,1294,214,0.837,51253,42100,0.448,38804.359375,33266.66796875,0.424205303192139,57535,47100,0.436,42559.8359375,37625,0.394504606723785,0,0,5400,17900,22800,27300,35400,42100,49100,57600,63000,69800,91800,118100,128300,143000,167900,229900,325200,729000,3613100,42757,28310,17240,22449,28907,29643,23015,16183,11288,7941,5513,3856,2596,1941,1445,1030,814,665,491,461,307,2779,2006,NA
"186",186,4,"UR","Total",19931,14.02,703,192,0.77,44251,40300,0.393,33340.125,31380.953125,0.372178256511688,50993,45600,0.379,37395.40234375,35846.15234375,0.334353446960449,0,200,6200,16900,22000,26500,33800,40300,46800,54100,58400,63500,79000,97000,103000,111600,124700,154600,216400,4e+05,NA,4384,2719,1868,2264,2992,3063,2359,1637,1126,612,387,275,177,104,78,47,38,31,14,17,5,118,2006,NA
"187",187,5,"SZ","Total",80475,308.082,3828,284,0.911,75152,45000,0.581,55713.7890625,35333.33203125,0.56110680103302,81745,50800,0.558,59598.0703125,39700,0.529398500919342,0,0,6200,19200,24200,29300,37500,45000,53500,64100,71200,80600,116200,175900,202200,248400,334100,553100,940700,2771300,NA,15745,10288,6398,8073,10060,10290,8338,6273,4408,3280,2376,1728,1412,1021,785,592,519,411,352,319,272,3280,2006,NA
"188",188,6,"OW","Total",20143,28.686,1424,199,0.867,50239,39800,0.479,37632.609375,30400,0.458301812410355,56535,44700,0.469,41285.671875,35166.66796875,0.430138289928436,0,1000,4900,14500,19800,24400,32700,39800,46500,54700,59800,65900,86700,111600,121200,135500,160200,230300,322100,824500,NA,4340,3199,1878,2272,2781,2835,2164,1503,1016,668,473,296,226,158,122,97,49,43,39,30,29,265,2006,NA
"189",189,7,"NW","Total",23775,64.429,2710,338,0.877,66960,46900,0.505,51106.21875,37777.77734375,0.483133316040039,73368,52500,0.487,54993.87890625,41900,0.45275154709816,0,2400,8800,21800,27100,31900,39700,46900,55100,65000,71500,79800,110600,155400,173000,202000,266100,415700,669000,1912400,NA,3885,2571,1769,2274,2965,3208,2753,2054,1459,1089,697,518,432,294,227,181,162,131,106,87,65,733,2006,NA
"190",190,8,"GL","Total",22101,19.373,877,191,0.797,46628,40400,0.406,35358.56640625,31700,0.377875566482544,53101,45600,0.398,39286.15234375,36100,0.348155528306961,0,1600,7300,18500,23100,27000,34000,40400,47000,54700,59700,65500,83900,105300,113100,124700,146100,192500,257800,458600,NA,4103,2780,1934,2770,3358,3284,2499,1725,1206,786,465,327,226,142,115,74,78,42,31,31,23,205,2006,NA
"191",191,9,"ZG","Total",62903,278.597,4429,499,0.879,84873,53300,0.56,63316.87890625,42300,0.533324480056763,90901,58800,0.543,66992.4921875,46476.19140625,0.50859934091568,0,100,7100,22400,29200,34800,44200,53300,63500,76600,85500,97200,140700,208300,236400,282500,367600,580900,948600,3058600,NA,10642,7373,4089,4627,6110,6932,6564,5399,4224,3181,2480,1968,1449,1173,959,759,589,523,432,354,308,3410,2006,NA
"192",192,10,"FR","Total",140566,166.285,1183,234,0.808,52062,43700,0.422,38166.03125,33400,0.390961915254593,59492,49600,0.414,42534.47265625,38571.4296875,0.360727578401566,0,2600,7400,19300,24100,28800,36800,43700,51100,60300,66000,72900,95300,120500,130100,144000,165100,215900,288000,566800,2182600,26401,16921,12069,14975,18746,19533,15737,11687,8521,5960,4206,2980,2111,1485,1072,815,669,490,374,299,219,1697,2006,NA
"193",193,11,"SO","Total",152680,173.282,1135,229,0.807,49988,42900,0.445,37785.859375,34200,0.417216867208481,56308,47900,0.432,41730.01171875,38666.66796875,0.386457294225693,0,0,500,16000,21900,26900,35600,42900,50400,59500,65200,71900,93200,117700,126500,139200,160400,210900,278100,564700,2243900,33342,24801,10515,15285,19614,20578,16754,12547,9091,6577,4460,3032,2237,1583,1092,841,597,448,372,282,240,1734,2006,NA
"194",194,12,"BS","Total",122670,229.451,1870,216,0.865,54607,41000,0.525,42985.09765625,34100,0.501648187637329,60156,45700,0.498,46687.5234375,38200,0.464640915393829,0,0,0,11400,17000,22200,32200,41000,50000,60400,66600,74600,101800,138200,152600,173400,208800,289700,422000,1089900,5330600,31975,23160,10935,12319,13479,13676,11841,9304,6812,4845,3477,2499,1879,1443,1038,828,751,544,427,395,304,2714,2006,NA
"195",195,13,"BL","Total",158048,309.141,1956,419,0.812,62322,50500,0.455,45987.4375,39800,0.424920707941055,69287,56300,0.435,50311.171875,44333.33203125,0.391148060560226,0,0,4900,20900,27600,33300,42300,50500,59400,70100,77000,85300,113800,149100,163000,183200,219300,3e+05,415300,946900,3595600,28436,20802,9838,11876,16392,19152,17751,14617,11170,8423,6167,4575,3491,2538,1958,1517,1155,884,773,609,491,3869,2006,NA
"196",196,14,"SH","Total",43624,49.882,1143,235,0.807,50694,42900,0.427,38162.5234375,34200,0.39559406042099,57034,48000,0.41,42148.8671875,38500,0.362122148275375,0,100,5900,18700,23500,28000,35800,42900,50400,59300,64500,71000,92500,118200,127200,141000,165900,220000,298400,592000,NA,8782,5709,3562,4788,5909,5987,4898,3722,2577,1749,1212,895,532,440,309,217,163,132,107,97,64,555,2006,NA
"197",197,15,"AR","Total",30580,39.721,1299,201,0.84,50918,41500,0.455,38244.3359375,32600,0.428206890821457,57243,46600,0.44,42063.58203125,37000,0.396600365638733,0,0,4900,16900,21700,26200,34400,41500,48600,57400,62900,70100,93200,120900,133100,150300,180000,248000,350900,860000,NA,6489,4413,2693,3359,4175,4194,3313,2274,1732,1102,810,529,415,277,208,155,134,109,76,66,58,488,2006,NA
"198",198,16,"AI","Total",8612,13.219,1535,193,0.868,52234,40400,0.471,39221.05859375,31281.74609375,0.44926580786705,59245,46250,0.454,43277.2421875,36000,0.413552135229111,0,200,6300,18000,21600,26000,33900,40400,47300,55900,61800,68100,89500,120100,133700,154400,201400,297700,452900,NA,NA,1635,1148,813,1051,1234,1184,912,647,459,315,193,127,94,79,43,41,34,22,12,17,12,175,2006,NA
"199",199,17,"SG","Total",265677,296.581,1116,198,0.826,48807,40900,0.442,36585.75390625,31904.76171875,0.417324304580688,55550,46500,0.425,40667.60546875,36600,0.381332129240036,0,0,3300,17200,22000,26200,34200,40900,48000,56500,61800,68100,89200,114300,123800,138400,163700,218900,303800,637400,2438000,56167,37774,22854,30856,37452,37293,28628,21003,14416,9426,6611,4582,3176,2213,1631,1180,957,761,629,526,424,3285,2006,NA
"200",200,18,"GR","Total",129128,137.607,1066,177,0.838,43195,35300,0.518,32662.275390625,27800,0.495758235454559,48991,39700,0.5,36175.484375,32540.0625,0.464170426130295,0,0,0,5200,9100,14600,25800,35300,43800,53100,58600,65400,86400,110800,120700,135800,160800,221500,3e+05,660000,2122900,32014,33436,11148,12321,14742,14655,11910,8639,6426,4295,2946,2001,1372,943,682,529,463,324,248,240,185,1623,2006,NA
"201",201,19,"AG","Total",330005,450.048,1364,332,0.785,56055,47400,0.415,41780.25390625,37466.66796875,0.385623157024384,62906,53000,0.402,45977.984375,41900,0.353744029998779,0,0,6800,22400,27900,32700,40200,47400,55300,65000,71200,78600,102600,131100,142000,156800,180400,235600,311200,606300,1528900,56497,38749,20588,29658,41592,45258,38864,29666,22176,16032,11698,8241,6007,4492,3202,2434,1991,1435,1227,897,700,5098,2006,NA
"202",202,20,"TG","Total",134568,152.165,1131,219,0.809,50667,42600,0.423,37440.109375,32600,0.400181323289871,57439,48200,0.413,41379.59765625,37200,0.370424211025238,0,400,6700,19300,23900,28300,35900,42600,49800,58600,64100,71000,92800,117600,127700,142100,165900,217900,287800,585000,2112200,25628,16941,10857,15245,18726,19266,14925,10711,7905,5370,3716,2706,1812,1287,908,675,558,436,359,264,197,1704,2006,NA
"203",203,21,"TI","Total",196264,302.439,1541,198,0.857,51164,39200,0.493,38450.140625,30800,0.463580578565598,56670,44000,0.479,41888.53125,35100,0.437380522489548,0,0,3700,14300,18600,22900,31400,39200,47100,56500,62400,69600,95000,130500,145700,167000,204600,297900,422600,897100,2799900,41701,31121,21092,22586,25279,24112,19096,14120,9883,6746,4756,3299,2450,1809,1402,1110,826,866,629,506,449,4127,2006,NA
"204",204,22,"VD","Total",377382,778.834,2064,258,0.852,58747,43200,0.513,43094.80078125,34400,0.47931569814682,61247,45200,0.508,44345.15625,36000,0.468073517084122,0,0,1100,14600,20300,25300,34600,43200,52500,64100,71400,80600,113500,156600,174100,2e+05,242200,335100,465200,969900,4490300,83650,63051,30153,37687,43747,42382,34798,27789,21090,15668,11733,8984,6778,5386,4139,3260,2745,2125,1760,1540,1236,11331,2006,NA
"205",205,23,"VS","Total",204886,188.087,918,163,0.838,40546,33700,0.521,30389.369140625,26200,0.49894306063652,45865,37600,0.516,33581.4296875,30900,0.476139843463898,0,0,0,3700,6300,12200,24200,33700,42000,51000,56300,62500,81400,103600,111900,124600,145800,194800,260000,572600,2302700,53971,58242,15141,20766,23534,23505,18823,13778,9521,6232,3988,2717,1810,1357,933,708,620,372,350,316,238,1935,2006,NA
"206",206,24,"NE","Total",99872,116.215,1164,197,0.82,49347,40900,0.462,36818.57421875,32466.666015625,0.429300934076309,55756,45800,0.452,40678.76953125,37200,0.402777433395386,0,0,700,14400,20100,24500,33200,40900,49000,58700,64700,72100,95000,121300,131900,145500,169000,221900,304200,630500,NA,23608,17054,7713,11349,12659,12278,9936,7600,5621,4036,2940,2018,1500,1017,786,610,440,341,272,224,197,1281,2006,NA
"207",207,25,"GE","Total",240330,707.468,2944,318,0.87,67718,46100,0.547,49939.9296875,36400,0.512676358222961,73617,51400,0.532,53523.91015625,40881.9453125,0.488558441400528,0,0,1100,16200,21200,26000,36100,46100,56700,69300,77300,87200,124400,175400,197000,230900,290700,423300,606100,1552100,10356600,51305,38230,18512,24372,23822,24005,21731,18587,14500,11201,8360,6265,4835,3877,3060,2427,2068,1626,1433,1140,948,9331,2006,NA
"208",208,26,"JU","Total",41540,31.001,746,158,0.806,42800,37000,0.442,31673.58984375,28600,0.409402042627335,49454,42400,0.433,35682.5,33600,0.379020482301712,0,0,2000,12600,17800,22200,30000,37000,44100,52700,58000,63900,82300,102300,109200,118800,135100,168600,222900,431700,NA,10649,7422,3911,5195,6016,5267,4089,3005,2091,1351,935,630,417,273,186,141,112,95,55,51,38,260,2006,NA
"209",209,1,"ZH","Total",804428,2007.494,2496,382,0.846,65539,48600,0.498,50211.6171875,39700,0.470274448394775,71351,53400,0.481,53890.35546875,43666.66796875,0.442534178495407,0,0,4300,19600,25000,30600,40000,48600,57900,69300,76600,86000,120000,165300,183400,210500,257900,372600,548700,1298000,5009900,153981,109244,53867,71149,85817,94076,83839,68912,51613,38321,28889,21966,16289,13137,9901,7914,6391,5033,4474,3713,3012,26871,2007,NA
"210",210,2,"BE","Total",604301,653.569,1082,193,0.82,47580,40300,0.466,36541.3828125,32666.666015625,0.442309409379959,53419,45100,0.45,40179.98828125,36900,0.411400347948074,0,0,0,11200,18400,23900,32900,40300,47900,57000,62700,69700,91800,116900,126200,139500,160400,208900,280200,577800,2006100,157349,115500,43312,60699,78927,78727,61813,45320,32761,23123,16308,11610,8171,5797,4272,3275,2486,1860,1471,1183,942,6744,2007,NA
"211",211,3,"LU","Total",209993,278.569,1327,243,0.826,52398,43200,0.442,39600.35546875,34300,0.416961699724197,58798,48400,0.431,43438.26171875,38722.22265625,0.387602627277374,0,0,5700,18600,23600,28400,36500,43200,50400,59200,64800,71700,95000,122400,133200,148900,174400,237600,337000,803400,2776700,41438,28094,16616,21829,28046,30305,23604,17130,11898,8354,5860,4190,2962,2113,1589,1226,937,780,580,428,361,3091,2007,NA
"212",212,4,"UR","Total",19982,15.686,785,205,0.774,45894,41650,0.396,34531.73828125,32500,0.37238672375679,52505,46800,0.382,38505.3515625,36900,0.336715370416641,0,700,6300,17700,22500,27400,35000,41650,48000,55400,59900,65500,81300,1e+05,106500,116400,128600,161900,218500,414000,NA,4154,2629,1827,2168,2821,3076,2471,1685,1198,663,440,279,190,155,70,54,50,34,25,23,9,115,2007,NA
"213",213,5,"SZ","Total",81183,379.037,4669,322,0.917,83303,46600,0.605,63077.98046875,37133.33203125,0.588557362556458,89385,52200,0.583,66751.7265625,41333.33203125,0.559232831001282,0,0,6500,20400,25700,30800,39100,46600,55200,66300,73600,83200,121700,192600,224500,277900,387600,650000,1147400,4308000,NA,14949,10029,5870,7806,9703,10512,8612,6489,4680,3340,2555,1838,1445,1073,800,663,517,412,399,307,285,3848,2007,NA
"214",214,6,"OW","Total",20513,31.993,1560,220,0.867,52186,40800,0.484,39695.69140625,31944.4453125,0.461548060178757,58254,45700,0.474,43313.67578125,36777.77734375,0.435363173484802,0,1200,5100,15100,20300,25000,33800,40800,48000,56200,61300,68000,89600,116000,127200,142800,173500,244500,348600,1051600,NA,4230,3197,1847,2226,2696,2837,2333,1568,1071,702,488,329,279,173,126,80,82,47,54,38,27,313,2007,NA
"215",215,7,"NW","Total",23974,75.83,3163,372,0.884,71821,48400,0.522,55114.51953125,38900,0.502504944801331,78037,53600,0.505,58902.44140625,43100,0.473912924528122,0,2500,9300,22600,28100,33000,40700,48400,56700,67300,73900,82800,115000,159500,178500,211400,275400,443500,738800,2416300,NA,3697,2499,1693,2227,2930,3156,2701,2095,1513,1155,788,597,428,320,266,219,192,158,85,95,75,782,2007,NA
"216",216,8,"GL","Total",22301,21.979,986,200,0.805,48243,41200,0.412,36759.23046875,32619.046875,0.384880751371384,54629,46200,0.403,40661.953125,37000,0.355676501989365,0,1400,7500,19000,23400,27700,34700,41200,48000,56100,61400,67400,86300,107200,116100,128300,150300,202700,292100,508300,NA,3996,2733,1933,2699,3315,3239,2499,1829,1243,838,575,362,232,155,108,93,62,54,35,43,21,233,2007,NA
"217",217,9,"ZG","Total",63909,338.342,5294,541,0.886,92922,54700,0.584,69620.1875,43700,0.559537947177887,98819,60200,0.567,73231.7109375,47833.33203125,0.535925984382629,0,100,7400,23100,29900,35800,45300,54700,65400,79600,89200,101400,148900,225300,259100,310000,408100,668000,1106900,3772600,NA,10484,7409,4025,4581,5888,6892,6413,5461,4171,3315,2618,2051,1621,1329,1032,773,656,574,484,403,352,3861,2007,NA
"218",218,10,"FR","Total",148206,177.564,1198,224,0.813,51153,42900,0.445,37536.8828125,33000,0.414534509181976,58233,48600,0.437,41691.0859375,38153.84765625,0.386865824460983,0,0,4300,16300,21700,26600,35500,42900,50700,60300,66200,73300,96100,122200,131900,146000,168200,220000,294300,585100,1934700,31858,22348,12132,15173,18410,19407,15751,12083,8914,6344,4391,3213,2208,1657,1155,877,754,522,415,299,287,1866,2007,NA
"219",219,11,"SO","Total",154317,181.988,1179,258,0.8,51147,44000,0.441,38827.77734375,35285.71484375,0.413368612527847,57432,48800,0.429,42770.23828125,39714.28515625,0.383460581302643,0,0,1100,16700,22700,27900,36600,44000,51600,60800,66600,73600,95600,120900,130200,143500,165200,216800,285400,570200,2325100,32414,24493,10286,14714,19121,20894,17284,12865,9439,6803,4836,3307,2367,1709,1217,911,681,522,401,346,263,1858,2007,NA
"220",220,12,"BS","Total",122833,254.054,2068,238,0.869,56881,41900,0.532,44934.86328125,35200,0.507751405239105,62306,46400,0.507,48573.78125,39250,0.472755163908005,0,0,0,11800,17400,22700,33000,41900,51100,61700,68100,76300,105200,143900,158000,179500,216200,297800,438600,1180200,6691300,31124,22843,10824,11971,13000,13749,11693,9650,6827,4938,3578,2602,2044,1523,1074,956,785,610,499,391,369,2907,2007,NA
"221",221,13,"BL","Total",159585,328.34,2057,445,0.812,63694,51400,0.456,47364.8515625,40900,0.425355464220047,70441,56900,0.438,51592.40625,45300,0.393321663141251,0,0,5000,21500,28100,34000,43100,51400,60400,71300,78300,86900,116100,152800,167400,188600,225700,306700,433100,999700,3891000,28515,20829,9498,11864,15757,19145,17857,14962,11489,8704,6450,4734,3607,2741,1998,1582,1234,993,791,622,526,4202,2007,NA
"222",222,14,"SH","Total",44020,57.537,1307,258,0.819,52698,43700,0.437,39875.67578125,35166.66796875,0.405687987804413,58768,48600,0.42,43754.44921875,39200,0.373414039611816,0,100,6000,18900,24000,28500,36600,43700,51200,60350,65800,72600,95000,120900,130700,146500,171600,229500,301600,600500,NA,8672,5698,3496,4729,5673,6063,4989,3779,2658,1851,1271,909,659,455,309,239,174,167,122,105,78,596,2007,NA
"223",223,15,"AR","Total",30834,42.381,1375,219,0.836,52327,42400,0.455,39456.80078125,33500,0.427364945411682,58523,47500,0.441,43213.6484375,37900,0.397797048091888,0,0,5300,17600,22500,27000,35200,42400,49900,58900,64800,71800,95500,125100,136900,152300,182700,257600,356900,822400,NA,6254,4389,2467,3436,4049,4174,3342,2458,1698,1241,846,599,422,307,244,198,126,115,82,64,60,517,2007,NA
"224",224,16,"AI","Total",8730,16.159,1851,211,0.877,56232,42200,0.484,41883.328125,32300,0.457039177417755,63113,48100,0.467,45882.328125,37300,0.423038572072983,0,600,7300,18950,23000,27000,35400,42200,49600,58400,64000,70600,92550,124400,139100,159300,218900,303800,460700,NA,NA,1663,1079,776,1036,1179,1210,955,707,508,334,225,138,110,72,55,54,32,27,15,15,9,194,2007,NA
"225",225,17,"SG","Total",268776,330.027,1228,209,0.829,50461,41900,0.446,37884.18359375,32800,0.420599192380905,57175,47400,0.429,41964.078125,37500,0.385215193033218,0,0,3700,17700,22600,26900,35000,41900,49200,57900,63200,69800,91400,117400,127600,143200,169400,231300,317600,716600,2972700,54540,37794,21908,30122,36708,37475,29713,21535,15087,10381,7062,4892,3397,2460,1708,1386,976,833,717,545,365,3712,2007,NA
"226",226,18,"GR","Total",122232,151.759,1242,211,0.828,47435,38800,0.494,36141.0234375,30875,0.471458673477173,53293,43300,0.474,39738.4453125,35400,0.439170241355896,0,0,1800,8700,13800,19800,30100,38800,47100,56700,62400,69300,91200,117300,127400,143900,172500,238100,330800,720500,2585800,21459,26100,10772,11854,14034,14436,11976,9138,6707,4510,3156,2225,1573,1081,757,568,445,384,305,227,196,1788,2007,NA
"227",227,19,"AG","Total",335139,493.49,1472,358,0.787,57702,48400,0.417,43007.59765625,38400,0.3863884806633,64505,54000,0.404,47189.859375,42777.77734375,0.355471432209015,0,100,7300,23200,28800,33500,41100,48400,56500,66500,72900,80400,105300,134600,145500,160800,186700,244300,327200,649600,2125100,55592,38243,20325,29016,40774,45720,39410,30496,23032,16974,12377,8961,6440,4728,3625,2606,2131,1594,1247,1010,776,5654,2007,NA
