"","ktnr","ktname","Einheit","stpf","snpstbetr","mean_stbetr","median_stbetr","gini_stbetr","mean_steink","median_steink","gini_steink","mean_steinka","median_steinka","gini_steinka","mean_reink","median_reink","gini_reink","mean_reinka","median_reinka","gini_reinka","p1","p5","p10","p20","p25","p30","p40","p50","p60","p70","p75","p80","p90","p95","p96","p97","p98","p99","p99_5","p99_9","p99_99","stpfo","stpf_100","stpf_200","stpf_300","stpf_400","stpf_500","stpf_600","stpf_700","stpf_800","stpf_900","stpf_1000","stpf_1100","stpf_1200","stpf_1300","stpf_1400","stpf_1500","stpf_1600","stpf_1700","stpf_1800","stpf_1900","stpf_2000","stpf_u2000","year","Einheit ID"
"748","22","VD","Total",320268,1086.956,3394,629,0.812,85392,61600,0.429,63501,49500,0.372,93552,66800,0.424,68569,54933,0.354,7900,20200,25200,35200,39600,43800,52500,61600,71900,85400,94400,105900,148500,207700,231800,266800,325000,447900,606000,1248700,5360000,0,4416,10561,31383,34941,37758,35628,31800,26153,19991,15987,12196,9515,7598,6046,4889,3968,3305,2717,2210,1915,17291,2017,NA
"749","23","VS","Total",160520,239.448,1492,360,0.786,59406,49200,0.402,46585,40800,0.364,66176,52900,0.407,50893,46300,0.35,1600,4600,12100,25800,30400,34500,42000,49200,57100,66600,72200,79000,101400,130700,143200,162200,194100,253700,345300,735900,2749100,0,14917,6722,17785,20379,22064,19614,15855,12097,8646,5707,3959,2730,1916,1334,1044,779,578,500,530,332,3032,2017,NA
"750","24","NE","Total",72834,133.717,1836,430,0.789,68897,54800,0.363,53193,45000,0.308,76612,58800,0.372,58021,50500,0.297,16300,20800,24900,33000,36700,40300,47100,54800,63500,73700,80100,87800,114500,148800,161600,183600,218400,296000,396000,882000,NA,0,360,2457,8896,9834,10367,9051,7548,6028,4580,3206,2397,1688,1186,925,740,595,370,313,285,229,1779,2017,NA
"751","25","GE","Total",187810,904.162,4814,712,0.841,98332,64900,0.481,72380,51400,0.427,106457,70800,0.474,77396,57000,0.409,11200,20300,25000,35000,39900,44900,55000,64900,75900,90400,100500,113500,165000,240700,274300,325900,406600,605800,879500,2306900,12921900,0,1623,6400,19919,19055,18761,19108,17979,15773,12374,9378,7571,5877,4637,3749,3137,2590,2151,1837,1465,1298,13128,2017,NA
"752","26","JU","Total",30738,35.795,1165,338,0.743,60705,50700,0.323,47536,42143,0.27,68187,54500,0.338,52264,47700,0.261,17500,20800,24400,31600,34800,38000,44000,50700,58700,68100,73600,80100,101200,126000,136500,151100,174200,225000,287800,518200,NA,0,116,1083,4245,4800,4795,3859,3176,2489,1734,1241,872,525,408,253,201,155,134,87,84,66,415,2017,NA
"753","1","ZH","Total",698065,2483.807,3558,725,0.8,88633,65000,0.414,68332,53133,0.366,96376,70200,0.412,73249,58286,0.349,13300,21900,27800,38600,43000,47300,55900,65000,75100,88800,97700,109000,151200,210200,233800,267800,325200,460600,662800,1649300,5545000,0,4957,17058,59171,68271,80589,80904,73973,61076,47472,37692,29790,22498,18136,13907,11424,9250,7473,6114,5159,4339,38812,2018,NA
"754","2","BE","Total",463320,799.973,1727,485,0.76,69003,56300,0.336,55061,47048,0.293,75706,60100,0.342,59442,51700,0.28,18200,22400,27400,36000,39600,42900,49400,56300,64300,74000,80100,87800,113400,143600,155200,171700,199500,265700,355300,744200,3168300,0,948,10846,45550,60567,71210,64428,52754,40287,29454,21219,15381,11214,8322,6128,4532,3462,2720,2103,1645,1336,9214,2018,NA
"755","3","LU","Total",181788,404.095,2223,499,0.803,73632,57000,0.371,57346,47000,0.324,81317,61200,0.375,62231,52200,0.307,17900,22000,27100,36300,40000,43400,49900,57000,65100,75100,81600,89800,118200,154000,169000,191500,229200,324900,457900,1088000,6269200,0,708,4477,17778,22279,27490,25321,20444,15699,11427,8190,6055,4388,3338,2457,1978,1470,1114,906,732,592,4945,2018,NA
"756","4","UR","Total",16011,23.85,1490,453,0.754,65327,55300,0.326,51232,44958,0.283,72459,59500,0.333,55813,49900,0.268,10000,21100,26200,35300,38800,42200,48700,55300,62300,70900,76100,81900,102300,130600,141200,158800,187500,253700,353700,662400,NA,0,159,449,1586,2085,2424,2370,1992,1473,1075,681,415,305,180,151,115,77,66,60,43,31,274,2018,NA
"757","5","SZ","Total",74585,484.218,6492,653,0.879,112362,63100,0.536,86273,51278,0.501,119827,68000,0.526,90979,56133,0.481,16300,22200,28000,38300,42400,46300,54300,63100,73400,87300,97100,110700,170800,278400,328000,406500,542700,886000,1469300,4461400,NA,0,401,1798,6433,7731,9468,9034,7606,6194,4656,3483,2679,2060,1567,1307,1013,930,715,580,530,465,5935,2018,NA
"758","6","OW","Total",17362,49.7,2863,485,0.846,77217,56100,0.428,60539,45900,0.392,84085,59900,0.427,64869,50700,0.375,4100,19700,24700,34400,38300,41900,48600,56100,64200,73900,80200,87900,117100,164300,185300,220000,275000,406000,6e+05,1848400,NA,0,436,479,1702,2096,2545,2264,1998,1455,1095,708,574,354,291,203,146,97,103,79,71,44,622,2018,NA
"759","7","NW","Total",20943,82.849,3956,613,0.849,90082,61000,0.452,70917,49933,0.418,96874,65700,0.446,75277,54700,0.4,13400,22000,27500,37800,41800,45400,53000,61000,70300,82000,89900,1e+05,137200,198500,224500,267800,345900,498400,760000,2602600,NA,0,135,531,1820,2233,2801,2666,2306,1824,1402,1025,812,577,445,355,280,201,153,136,107,102,1032,2018,NA
"760","8","GL","Total",18047,26.637,1476,406,0.767,64093,53300,0.338,50984,44300,0.299,71344,57400,0.345,55686,49467,0.284,7300,20600,24900,33300,36900,40300,46600,53300,60600,69300,74800,81200,104400,133200,144200,162000,191300,261100,364600,766200,NA,0,246,539,2072,2454,2812,2560,2076,1517,1018,709,517,346,219,174,131,97,88,57,49,46,320,2018,NA
"761","9","ZG","Total",59694,458.812,7686,971,0.847,126894,73200,0.525,92416,57300,0.485,135474,81200,0.513,97571,62750,0.464,17800,23800,31200,42800,47600,52600,62500,73200,86800,105300,117900,134400,206100,325000,376200,458600,597500,975100,1509000,4452600,NA,0,292,1129,4027,4865,5998,6094,5748,4843,3984,3274,2708,2235,1864,1430,1201,1046,798,753,603,553,6249,2018,NA
"762","10","FR","Total",131838,233.547,1771,512,0.753,70828,58600,0.34,54233,47077,0.29,79384,63300,0.35,59495,52900,0.275,14500,21600,26500,36000,40000,43800,51100,58600,67200,77500,84000,91800,118500,150500,162400,180200,209200,277700,365300,722700,2429200,0,827,3534,13098,15385,17903,17309,14999,11930,9004,6628,4936,3576,2607,1988,1438,1175,849,677,512,462,3001,2018,NA
"763","11","SO","Total",127133,219.9,1730,519,0.748,69597,57700,0.336,53526,46600,0.291,77615,62600,0.342,58564,52067,0.275,13200,21700,26800,36200,40000,43600,50500,57700,65800,75800,82100,89900,115100,146400,158300,175400,203900,267100,357400,775800,2737600,0,942,3413,12067,15218,18206,17449,14618,11440,8414,6317,4441,3354,2258,1743,1355,952,800,597,466,374,2709,2018,NA
"764","12","BS","Total",89673,346.318,3862,630,0.833,88144,60300,0.452,70262,51000,0.41,94784,64600,0.445,74662,55692,0.391,13300,20800,25300,35000,39200,43300,51600,60300,69900,83100,92300,104300,147900,206200,228100,260100,314500,439400,619400,1599000,NA,0,603,2984,9613,10018,10972,10357,9309,7062,5320,4006,3245,2520,1963,1644,1340,1039,941,781,654,506,4796,2018,NA
"765","13","BL","Total",130983,391.894,2992,707,0.784,84814,65200,0.381,63833,52000,0.33,93021,70900,0.381,68986,57333,0.313,17700,23300,30100,40500,44700,48800,56800,65200,74700,87000,94800,104900,140700,189900,209600,237700,283700,390500,540300,1342200,4441000,0,570,2745,9675,12433,15725,16488,14791,12295,9649,7399,5739,4413,3228,2566,1970,1588,1223,1069,877,697,5843,2018,NA
"766","14","SH","Total",37099,65.144,1756,481,0.763,68752,56200,0.344,54140,46467,0.298,75787,60400,0.349,58694,51200,0.285,15400,21300,26000,35200,38800,42300,49000,56200,64200,73900,80000,87900,114200,147900,159500,177700,208400,288100,381800,735000,NA,0,176,1144,3876,4642,5547,4991,4197,3227,2296,1650,1232,873,592,484,389,311,226,166,141,108,831,2018,NA
"767","15","AR","Total",25265,52.93,2095,466,0.8,71354,55600,0.372,56124,45800,0.327,78212,59500,0.375,60529,50800,0.312,15500,21100,25900,34400,38100,41600,48300,55600,64100,73800,80000,88100,116700,155500,170200,194900,233700,329300,446600,997300,NA,0,133,800,2697,3320,3745,3272,2820,2144,1520,1109,774,554,455,319,236,187,161,122,80,103,714,2018,NA
"768","16","AI","Total",7289,18.381,2522,490,0.819,75562,56200,0.396,59513,46500,0.356,83096,60300,0.397,64273,51700,0.339,16400,21200,25500,35000,38600,42100,49000,56200,65500,75800,82700,91700,122500,167200,189500,217800,268300,4e+05,554700,NA,NA,0,36,221,786,928,1052,936,754,610,455,301,237,201,138,90,75,60,56,41,23,25,264,2018,NA
"769","17","SG","Total",224971,391.334,1739,445,0.779,67575,54800,0.353,52876,45200,0.305,74836,58800,0.36,57512,50333,0.291,8400,20600,25100,34000,37800,41200,47700,54800,62700,72100,78200,85500,111000,143900,156300,175900,209400,286200,392800,905400,3059700,0,2644,7011,24538,29050,34066,30440,25029,18910,13762,9559,6866,4857,3551,2598,2078,1477,1193,947,783,621,4991,2018,NA
"770","18","GR","Total",96666,183.563,1899,443,0.795,65248,52400,0.405,51298,43333,0.37,72606,56200,0.395,55988,48500,0.346,2800,7900,18500,28800,33300,37400,44800,52400,60500,70300,76300,83600,109800,143200,157600,178700,220600,311300,427200,957100,NA,0,6146,4814,9452,11919,13030,12042,9963,7682,5496,3784,2703,2032,1459,1044,760,595,495,391,288,240,2331,2018,NA
"771","19","AG","Total",306263,612.461,2000,602,0.743,74614,61500,0.336,57838,49533,0.293,82518,66600,0.341,62822,54800,0.277,18000,23100,29400,39000,42900,46500,53900,61500,70200,80900,87700,96000,123500,156900,169600,187400,216500,280000,364800,7e+05,2220700,0,867,6586,24598,32614,41868,40500,35790,29025,22292,16814,12599,9286,6841,5118,3919,2989,2364,1829,1513,1158,7693,2018,NA
"772","20","TG","Total",123460,237.902,1927,509,0.771,71372,57700,0.352,54883,46533,0.308,79290,62600,0.356,59862,51933,0.292,14300,21500,26300,35800,39700,43300,50300,57700,66200,76600,82900,90900,118200,152000,164900,184400,217700,291700,392500,850800,3124500,0,728,3556,12330,14744,17353,16453,13758,10889,8297,5978,4279,3213,2403,1734,1327,1057,800,597,516,388,3060,2018,NA
"773","21","TI","Total",154809,429.37,2774,431,0.841,74048,52900,0.443,57331,43300,0.4,80853,56900,0.438,61702,48400,0.382,4800,17900,21500,29900,33600,37300,44800,52900,61700,72500,79500,88900,125000,180300,202900,241200,307300,441400,607300,1436500,4223800,0,4284,7753,19099,20790,20145,17936,15178,11321,8099,5916,4293,3186,2512,1899,1526,1269,1026,817,712,631,6417,2018,NA
"774","22","VD","Total",325945,1104.625,3389,634,0.81,85438,61800,0.427,63947,49667,0.374,93679,67100,0.423,69071,55200,0.355,8000,20300,25300,35400,39800,44000,52650,61800,72100,85700,94800,106300,149000,208400,233300,269300,325700,450000,614200,1279300,4544100,0,4403,10612,31673,35347,38688,36301,32153,26457,20639,16109,12621,9723,7752,6249,5036,4104,3363,2690,2386,1895,17744,2018,NA
"775","23","VS","Total",163192,250.452,1535,371,0.787,60188,49800,0.401,47172,41200,0.363,67022,53400,0.406,51517,46800,0.349,1700,4800,14200,26200,30800,34900,42500,49800,57800,67200,72700,79500,102400,132500,145900,164500,2e+05,260000,350800,771900,3782600,0,14438,6905,17939,20446,22096,19996,16707,12531,8722,5917,4022,2867,2056,1360,1047,917,651,501,424,353,3297,2018,NA
"776","24","NE","Total",73769,134.068,1817,439,0.784,68828,54700,0.362,53401,45286,0.308,76482,58800,0.37,58209,50700,0.296,15600,20800,24800,33100,36900,40500,47200,54700,63500,73800,80500,88500,115600,149500,163000,182300,215700,290100,383400,837700,NA,0,410,2484,8974,9708,10679,9255,7594,5913,4526,3330,2458,1782,1276,970,750,571,446,362,292,213,1776,2018,NA
"777","25","GE","Total",191985,915.48,4769,715,0.838,97861,64900,0.479,72228,51500,0.425,105973,70700,0.471,77247,57067,0.407,11000,20400,25000,34900,39800,44800,54900,64900,75900,90500,100600,113900,165300,242400,275300,327400,411300,613100,872500,2352800,12603900,0,1659,6489,20430,19786,18991,19550,18295,15973,12584,9637,7680,5929,4788,3888,3184,2653,2236,1784,1526,1295,13628,2018,NA
"778","26","JU","Total",31393,38.679,1232,355,0.75,61674,51400,0.327,48241,42600,0.274,69234,55100,0.341,53004,48208,0.264,17800,20800,24400,32000,35300,38400,44600,51400,59400,68900,74500,81200,102200,126500,136300,150300,171000,219600,295800,619700,NA,0,117,1074,4255,4807,4823,3965,3260,2536,1868,1334,859,624,419,304,197,174,139,95,70,54,419,2018,NA
"779","1","ZH","Total",710263,2593.572,3652,742,0.801,89747,65400,0.416,69232,53700,0.368,97500,70800,0.413,74152,58810,0.35,15100,22100,28100,39000,43500,47900,56400,65400,75700,89400,98500,110000,153000,212500,236300,271400,329900,465400,666800,1665100,5914600,0,3959,17228,59491,67975,80857,82130,76318,62634,48634,38379,30547,23555,18364,14392,11613,9494,7888,6435,5465,4568,40337,2019,NA
"780","2","BE","Total",470103,813.2,1730,497,0.756,69225,56700,0.335,55314,47400,0.293,76225,60700,0.342,59870,52200,0.279,18200,22400,27400,36100,39800,43100,49700,56700,64800,74500,80700,88400,113800,143900,155400,171900,199200,261600,351600,773300,3415600,0,949,11168,45864,60513,71070,65058,53825,41358,30170,22153,16035,11478,8481,6426,4755,3433,2766,2175,1735,1382,9309,2019,NA
"781","3","LU","Total",185081,447.665,2419,511,0.815,75606,57500,0.383,58735,47300,0.336,83344,61800,0.385,63645,52600,0.318,17900,22100,27200,36500,40300,43700,50400,57500,65600,75700,82200,90500,118900,154800,169800,191100,229100,320000,450900,1141800,6500000,0,668,4617,17842,22280,27429,25634,21238,16129,11698,8594,6327,4544,3405,2584,2055,1487,1163,987,764,615,5021,2019,NA
"782","4","UR","Total",16286,26.752,1643,477,0.768,67062,55900,0.333,52641,45400,0.293,74155,60300,0.339,57199,50500,0.276,10700,21500,26600,35900,39600,42900,49500,55900,63100,71600,76700,82900,103700,131100,142000,159000,186700,257400,4e+05,851400,NA,0,145,443,1546,2028,2463,2423,2064,1546,1121,700,437,315,224,151,109,91,74,58,31,33,284,2019,NA
"783","5","SZ","Total",76022,525.535,6913,676,0.884,116318,63700,0.548,89122,51800,0.512,123935,68900,0.536,93932,56800,0.491,17500,22500,28200,38600,42800,46700,54900,63700,74000,88100,98100,111500,171100,279700,327100,404500,550300,9e+05,1562600,4986700,NA,0,365,1749,6536,7720,9530,9088,7700,6481,4835,3586,2855,2106,1700,1343,1094,893,752,650,517,455,6067,2019,NA
"784","6","OW","Total",17578,72.492,4124,500,0.89,88569,56600,0.496,68771,46667,0.457,95107,60300,0.491,72921,51300,0.438,4100,19800,24700,34600,38800,42500,49400,56600,64900,74700,80800,88900,118000,164100,183200,220200,282800,440000,659800,2560000,NA,0,425,471,1738,2009,2525,2329,2020,1514,1116,794,538,405,297,199,150,123,105,85,59,50,626,2019,NA
"785","7","NW","Total",21193,104.578,4935,625,0.877,98639,61300,0.497,77892,50067,0.468,105316,65700,0.489,82180,54900,0.449,13200,22200,27700,37900,42200,45800,53200,61300,70300,82300,90000,100100,136500,2e+05,226700,270700,360700,521500,855100,3730000,NA,0,139,507,1844,2245,2821,2701,2336,1853,1430,1037,796,628,473,356,263,234,152,112,109,91,1066,2019,NA
"786","8","GL","Total",18370,30.505,1661,426,0.784,66080,54050,0.35,52435,44769,0.31,73377,58000,0.356,57154,50056,0.295,7000,20500,25000,33500,37200,40600,47400,54050,61500,70300,75800,82700,106000,135200,148800,164100,197300,283100,404400,1111500,NA,0,240,574,2016,2473,2759,2626,2131,1533,1050,788,539,376,259,169,126,107,89,63,46,50,356,2019,NA
"787","9","ZG","Total",60711,492.353,8110,980,0.851,130677,73600,0.535,95680,58200,0.493,138998,81400,0.524,100728,63600,0.473,17900,23700,31300,43100,48100,52900,62900,73600,87700,106300,118700,135800,209500,333100,388500,470000,610100,1e+06,1610900,4989000,NA,0,227,1194,4055,4809,6057,6172,5928,4867,3953,3369,2865,2293,1869,1448,1210,1077,903,706,639,560,6510,2019,NA
"788","10","FR","Total",134831,253.724,1882,523,0.762,72008,59000,0.346,55082,47500,0.294,80526,63700,0.355,60330,53286,0.279,15400,21700,26700,36400,40500,44200,51500,59000,67400,77800,84300,92300,119400,151800,164100,182000,211800,282800,381300,801000,3476000,0,782,3498,13112,15449,18216,17939,15531,12202,9350,6707,5056,3706,2649,2078,1553,1214,891,703,582,508,3105,2019,NA
"789","11","SO","Total",127797,227.211,1778,537,0.747,70555,58500,0.334,55362,48200,0.289,78006,62800,0.342,60141,53300,0.276,17100,22100,27300,36800,40700,44300,51200,58500,66700,76600,82900,90500,116300,146900,159300,176300,203700,270900,360300,822200,2760200,0,636,3170,11998,14794,18257,17464,14992,11668,8859,6265,4660,3432,2447,1781,1342,977,805,646,528,395,2681,2019,NA
"790","12","BS","Total",90547,370.803,4095,648,0.836,90448,60900,0.46,72341,51500,0.42,97174,65300,0.452,76788,56200,0.401,14500,20900,25600,35100,39500,43700,52000,60900,70800,84200,93700,106000,151800,210500,233900,268100,324900,451400,668600,1867400,NA,0,533,2941,9616,9993,10971,10268,9317,7302,5346,4107,3226,2522,2080,1726,1331,1120,951,836,726,579,5056,2019,NA
"791","13","BL","Total",132332,403.938,3052,719,0.783,85558,65700,0.382,64277,52467,0.33,93854,71700,0.381,69480,57714,0.312,17800,23300,30200,40900,45200,49200,57200,65700,75300,87600,95600,105700,141900,192300,213200,241900,291300,401000,551800,1393900,4644100,0,574,2776,9633,12119,15792,16507,15018,12454,9855,7620,5909,4465,3405,2586,2070,1603,1273,1027,871,685,6090,2019,NA
"792","14","SH","Total",37637,69.175,1838,493,0.768,69774,56500,0.349,55095,46900,0.305,76777,60700,0.354,59632,51733,0.291,14900,21300,26000,35500,39100,42700,49400,56500,64800,74700,81000,88700,115600,149000,160800,179700,211600,284000,377800,810500,NA,0,197,1131,3875,4700,5431,5151,4165,3290,2412,1700,1268,909,662,520,379,316,238,171,153,103,866,2019,NA
"793","15","AR","Total",25418,58.318,2294,485,0.813,73452,56200,0.384,57874,46300,0.342,80461,60300,0.387,62358,51400,0.327,16000,21300,26000,34800,38600,42000,49000,56200,64800,74600,80800,89000,117300,156500,171900,197700,236200,325800,445000,1200000,NA,0,124,761,2747,3204,3661,3406,2816,2167,1571,1139,822,593,430,304,263,197,164,135,92,69,753,2019,NA
"794","16","AI","Total",7354,22.916,3116,508,0.845,81283,57100,0.428,64235,47000,0.394,88932,61400,0.426,69062,52333,0.376,17500,21300,25700,35600,39500,43000,49600,57100,66600,77500,84700,92800,126500,176800,202300,243000,315900,441600,664800,NA,NA,0,32,214,768,874,1086,943,740,621,463,380,222,195,133,101,72,66,54,30,31,29,300,2019,NA
"795","17","SG","Total",227858,445.173,1954,455,0.799,69623,55300,0.368,54417,45600,0.32,76906,59300,0.373,59063,50722,0.305,8300,20600,25100,34200,38000,41500,48200,55300,63200,72600,78700,86200,112000,145400,158800,178500,212400,298000,428300,1174300,5476500,0,2714,7143,24539,28692,34046,30890,25808,19168,14032,9781,7054,5022,3649,2735,2031,1590,1303,955,818,670,5218,2019,NA
"796","18","GR","Total",97927,200.764,2050,456,0.806,66883,52900,0.413,52396,43800,0.376,74233,56700,0.403,57081,49067,0.352,2800,8000,18700,29200,33800,37800,45400,52900,61000,70900,76800,84200,110900,144800,159200,181000,224500,317700,423800,1064200,NA,0,6078,4832,9423,11795,13117,12329,10179,7888,5597,3834,2839,2099,1539,1047,837,617,486,411,299,264,2417,2019,NA
"797","19","AG","Total",311565,636.122,2042,617,0.742,75216,62000,0.336,58211,50000,0.291,83126,67100,0.342,63197,55300,0.276,18000,23200,29400,39300,43200,46900,54300,62000,70700,81500,88400,96800,125100,158800,171600,190000,219000,285300,379500,779800,2700000,0,959,6658,24766,32315,41701,41135,36863,29606,22792,17237,12916,9429,7236,5346,4093,3236,2414,1909,1575,1240,8139,2019,NA
"798","20","TG","Total",125965,248.791,1975,527,0.771,72172,58400,0.352,55456,47000,0.308,80141,63300,0.357,60454,52400,0.292,15600,21700,26600,36100,40100,43800,51000,58400,66800,77200,83600,91700,119000,153000,166400,185300,218800,295600,4e+05,856500,4288700,0,665,3516,12380,14657,17431,16656,14370,11351,8458,6261,4636,3279,2415,1810,1417,1067,847,644,548,418,3139,2019,NA
"799","21","TI","Total",156881,421.843,2689,434,0.837,73419,52900,0.436,56840,43533,0.392,80253,57000,0.432,61237,48667,0.375,4800,18000,21700,29900,33800,37400,44900,52900,61800,72700,79700,88800,123600,177300,200100,237500,3e+05,435700,6e+05,1300900,4544000,0,4134,7798,19513,20853,20488,18235,15268,11670,8343,6132,4420,3268,2578,1917,1575,1245,957,847,720,583,6337,2019,NA
